timestamp,device_type,energy_consumption_wh,active_time_minutes
2023-01-03 03:00:00,laptop,81.17554931140258,59
2023-01-03 04:00:00,laptop,80.39279092941014,9
2023-01-03 05:00:00,laptop,86.31809179315196,1
2023-01-03 06:00:00,laptop,78.72337599509154,0
2023-01-03 07:00:00,laptop,88.12976772196443,49
2023-01-03 08:00:00,laptop,77.56950349689411,14
2023-01-03 09:00:00,laptop,81.5325677119269,7
2023-01-03 10:00:00,laptop,69.13305045618719,55
2023-01-03 11:00:00,laptop,56.770913830159,34
2023-01-03 12:00:00,laptop,59.779185391298945,44
2023-01-03 13:00:00,laptop,58.77588918680863,9
2023-01-03 14:00:00,laptop,41.455901893633744,45
2023-01-03 15:00:00,laptop,41.80871493887804,42
2023-01-03 16:00:00,laptop,27.87959991694443,45
2023-01-03 17:00:00,laptop,30.377390557337414,53
2023-01-03 18:00:00,laptop,35.03739314499386,34
2023-01-03 19:00:00,laptop,33.38170957377091,42
2023-01-03 20:00:00,laptop,33.91726398225478,50
2023-01-03 21:00:00,laptop,29.18439805788674,26
2023-01-03 22:00:00,laptop,45.15313576945179,18
2023-01-03 23:00:00,laptop,49.6198975699167,2
2023-01-04 00:00:00,laptop,52.122921708497174,39
2023-01-04 01:00:00,laptop,62.24996319961111,21
2023-01-04 02:00:00,laptop,76.96289820355412,40
2023-01-04 03:00:00,laptop,82.09321222379646,27
2023-01-04 04:00:00,laptop,91.21437127621586,26
2023-01-04 05:00:00,laptop,90.26998903848529,57
2023-01-04 06:00:00,laptop,85.45008836418096,4
2023-01-04 07:00:00,laptop,85.17426535960597,32
2023-01-04 08:00:00,laptop,74.55356332226171,59
2023-01-04 09:00:00,laptop,75.27041027277387,41
2023-01-04 10:00:00,laptop,63.87086817819005,54
2023-01-04 11:00:00,laptop,59.20418934491643,55
2023-01-04 12:00:00,laptop,65.87147971635378,41
2023-01-04 13:00:00,laptop,49.91867688085034,6
2023-01-04 14:00:00,laptop,53.06959818128553,31
2023-01-04 15:00:00,laptop,40.30304295485731,26
2023-01-04 16:00:00,laptop,35.54717878638247,52
2023-01-04 17:00:00,laptop,31.442872544620617,37
2023-01-04 18:00:00,laptop,27.343794315436554,12
2023-01-04 19:00:00,laptop,34.77264457526168,25
2023-01-04 20:00:00,laptop,31.226064296756306,44
2023-01-04 21:00:00,laptop,39.59828656185637,44
2023-01-04 22:00:00,laptop,50.71815664418368,2
2023-01-04 23:00:00,laptop,49.485723353085476,54
2023-01-05 00:00:00,laptop,55.73838007321063,45
2023-01-05 01:00:00,laptop,64.90125004185072,19
2023-01-05 02:00:00,laptop,72.9371745054696,11
2023-01-05 03:00:00,laptop,74.04177129292862,20
2023-01-05 04:00:00,laptop,81.4709163137992,25
2023-01-05 05:00:00,laptop,87.31865136072423,13
2023-01-05 06:00:00,laptop,91.99559966116597,49
2023-01-05 07:00:00,laptop,78.50474629996098,50
2023-01-05 08:00:00,laptop,70.68073641651688,24
2023-01-05 09:00:00,laptop,78.24480102224456,9
2023-01-05 10:00:00,laptop,78.70142923720319,22
2023-01-05 11:00:00,laptop,65.35690878957159,12
2023-01-05 12:00:00,laptop,57.91720182340545,51
2023-01-05 13:00:00,laptop,42.55430874553283,30
2023-01-05 14:00:00,laptop,52.92670117028984,0
2023-01-05 15:00:00,laptop,37.7508111971918,38
2023-01-05 16:00:00,laptop,37.953408430521065,50
2023-01-05 17:00:00,laptop,33.37681609669825,24
2023-01-05 18:00:00,laptop,23.86039644840983,16
2023-01-05 19:00:00,laptop,31.26868842671603,58
2023-01-05 20:00:00,laptop,23.796911238443464,15
2023-01-05 21:00:00,laptop,46.49149775688722,34
2023-01-05 22:00:00,laptop,37.788431897895855,29
2023-01-05 23:00:00,laptop,50.1847909522658,5
2023-01-06 00:00:00,laptop,63.92784512212119,26
2023-01-06 01:00:00,laptop,60.584185811045344,1
2023-01-06 02:00:00,laptop,73.74256057371208,14
2023-01-06 03:00:00,laptop,75.80652313285853,54
2023-01-06 04:00:00,laptop,85.69627531174697,7
2023-01-06 05:00:00,laptop,79.38056882300134,49
2023-01-06 06:00:00,laptop,84.39204613600256,50
2023-01-06 07:00:00,laptop,78.69365266027641,15
2023-01-06 08:00:00,laptop,77.8881727118652,21
2023-01-06 09:00:00,laptop,72.2765216763333,51
2023-01-06 10:00:00,laptop,72.61226882003895,58
2023-01-06 11:00:00,laptop,72.28372403200234,45
2023-01-06 12:00:00,laptop,53.12352744267268,5
2023-01-06 13:00:00,laptop,53.10011517807913,12
2023-01-06 14:00:00,laptop,37.71187585882602,45
2023-01-06 15:00:00,laptop,30.705843456003443,45
2023-01-06 16:00:00,laptop,31.826677092861125,45
2023-01-06 17:00:00,laptop,35.81430836124903,26
2023-01-06 18:00:00,laptop,30.815420724229785,49
2023-01-06 19:00:00,laptop,39.213208747262506,21
2023-01-06 20:00:00,laptop,33.99942868677027,5
2023-01-06 21:00:00,laptop,31.997523463290996,1
2023-01-06 22:00:00,laptop,40.719189215805926,42
2023-01-06 23:00:00,laptop,45.98147111263695,3
2023-01-07 00:00:00,laptop,54.77717123571077,54
2023-01-07 01:00:00,laptop,67.96423069205471,37
2023-01-07 02:00:00,laptop,68.39274228302902,43
2023-01-07 03:00:00,laptop,72.68882105834992,17
2023-01-07 04:00:00,laptop,77.63069128750433,19
2023-01-07 05:00:00,laptop,80.61242446490608,59
2023-01-07 06:00:00,laptop,81.2063748656867,20
2023-01-07 07:00:00,laptop,83.21841437868271,10
2023-01-07 08:00:00,laptop,78.58643711821946,59
2023-01-07 09:00:00,laptop,78.02764891469683,37
2023-01-07 10:00:00,laptop,73.23736480262794,31
2023-01-07 11:00:00,laptop,67.61316306239513,22
2023-01-07 12:00:00,laptop,41.44950221070314,30
2023-01-07 13:00:00,laptop,46.60428314152736,54
2023-01-07 14:00:00,laptop,35.26360665689509,46
2023-01-07 15:00:00,laptop,29.85139606832748,31
2023-01-07 16:00:00,laptop,30.09606257013902,52
2023-01-07 17:00:00,laptop,37.25353221367782,5
2023-01-07 18:00:00,laptop,27.885532374376105,35
2023-01-07 19:00:00,laptop,23.698060217302615,38
2023-01-07 20:00:00,laptop,31.31680780475172,40
2023-01-07 21:00:00,laptop,30.18886493283284,21
2023-01-07 22:00:00,laptop,41.005637680586375,40
2023-01-07 23:00:00,laptop,51.30928450151456,11
2023-01-08 00:00:00,laptop,61.807143610744674,58
2023-01-08 01:00:00,laptop,58.26978491506913,31
2023-01-08 02:00:00,laptop,65.85931596777397,57
2023-01-08 03:00:00,laptop,68.2532627210124,42
2023-01-08 04:00:00,laptop,81.04424347389296,23
2023-01-08 05:00:00,laptop,88.90407851044479,6
2023-01-08 06:00:00,laptop,85.66468675035698,12
2023-01-08 07:00:00,laptop,92.06777264972514,45
2023-01-08 08:00:00,laptop,78.7227625857637,13
2023-01-08 09:00:00,laptop,76.69807305054309,57
2023-01-08 10:00:00,laptop,72.16084244238583,3
2023-01-08 11:00:00,laptop,77.15026500003188,5
2023-01-08 12:00:00,laptop,52.78126828169451,40
2023-01-08 13:00:00,laptop,52.6160100190565,58
2023-01-08 14:00:00,laptop,45.96099656953388,22
2023-01-08 15:00:00,laptop,36.64739064455652,21
2023-01-08 16:00:00,laptop,31.23796343563849,14
2023-01-08 17:00:00,laptop,39.53684097434846,9
2023-01-08 18:00:00,laptop,29.720283542722104,46
2023-01-08 19:00:00,laptop,36.49095256623398,0
2023-01-08 20:00:00,laptop,38.46850491559467,48
2023-01-08 21:00:00,laptop,36.68121183806187,11
2023-01-08 22:00:00,laptop,40.193028790420335,38
2023-01-08 23:00:00,laptop,50.06316134141825,3
2023-01-09 00:00:00,laptop,60.00101532523988,30
2023-01-09 01:00:00,laptop,58.354907736016855,7
2023-01-09 02:00:00,laptop,72.05764348228777,54
2023-01-09 03:00:00,laptop,80.35200220732906,4
2023-01-09 04:00:00,laptop,82.65990686939091,12
2023-01-09 05:00:00,laptop,97.58642084603008,54
2023-01-09 06:00:00,laptop,84.82703628267647,7
2023-01-09 07:00:00,laptop,86.60173940911115,18
2023-01-09 08:00:00,laptop,75.3035422983687,53
2023-01-09 09:00:00,laptop,72.04459634582823,38
2023-01-09 10:00:00,laptop,63.79842011901904,24
2023-01-09 11:00:00,laptop,69.4580335254271,49
2023-01-09 12:00:00,laptop,55.291075173016765,24
2023-01-09 13:00:00,laptop,49.5970332726037,19
2023-01-09 14:00:00,laptop,49.13506411157369,46
2023-01-09 15:00:00,laptop,44.44436136109163,44
2023-01-09 16:00:00,laptop,38.51691674165755,42
2023-01-09 17:00:00,laptop,23.71951820823292,35
2023-01-09 18:00:00,laptop,35.37791669208748,29
2023-01-09 19:00:00,laptop,26.598022114311316,11
2023-01-09 20:00:00,laptop,35.22339257828252,6
2023-01-09 21:00:00,laptop,34.734321230606376,18
2023-01-09 22:00:00,laptop,39.715431719903115,25
2023-01-09 23:00:00,laptop,49.810497813933836,6
2023-01-10 00:00:00,laptop,54.17846641106283,17
2023-01-10 01:00:00,laptop,64.49439105095895,5
2023-01-10 02:00:00,laptop,68.27953933398153,54
2023-01-10 03:00:00,laptop,67.30641256150224,0
2023-01-10 04:00:00,laptop,78.09560027742505,20
2023-01-10 05:00:00,laptop,86.13814276786069,36
2023-01-10 06:00:00,laptop,91.1582715457742,11
2023-01-10 07:00:00,laptop,87.8091331205663,25
2023-01-10 08:00:00,laptop,79.85959658688,28
2023-01-10 09:00:00,laptop,75.72162648177269,21
2023-01-10 10:00:00,laptop,72.20755863853452,36
2023-01-10 11:00:00,laptop,64.79701977451342,12
2023-01-10 12:00:00,laptop,61.46390058216704,8
2023-01-10 13:00:00,laptop,48.66495669959256,57
2023-01-10 14:00:00,laptop,46.97852072246181,36
2023-01-10 15:00:00,laptop,36.86540982212801,6
2023-01-10 16:00:00,laptop,28.372822344201246,17
2023-01-10 17:00:00,laptop,30.41589665606815,25
2023-01-10 18:00:00,laptop,31.403112762585756,50
2023-01-10 19:00:00,laptop,32.84502756116196,11
2023-01-10 20:00:00,laptop,36.22864065825378,2
2023-01-10 21:00:00,laptop,47.89661728448761,38
2023-01-10 22:00:00,laptop,50.1715361216181,10
2023-01-10 23:00:00,laptop,52.42676740138263,16
2023-01-11 00:00:00,laptop,59.75927107982699,49
2023-01-11 01:00:00,laptop,76.81124448712208,40
2023-01-11 02:00:00,laptop,72.22127819040709,45
2023-01-11 03:00:00,laptop,85.39882868895164,47
2023-01-11 04:00:00,laptop,77.6647288597525,37
2023-01-11 05:00:00,laptop,88.43231092993621,34
2023-01-11 06:00:00,laptop,93.68695712222255,35
2023-01-11 07:00:00,laptop,93.44650110587173,21
2023-01-11 08:00:00,laptop,80.71744901483444,22
2023-01-11 09:00:00,laptop,64.13838691242358,11
2023-01-11 10:00:00,laptop,62.5555224829768,39
2023-01-11 11:00:00,laptop,69.3168249721089,48
2023-01-11 12:00:00,laptop,52.44849825124268,0
2023-01-11 13:00:00,laptop,54.4363282533144,46
2023-01-11 14:00:00,laptop,42.58543623014683,37
2023-01-11 15:00:00,laptop,32.21697828552951,8
2023-01-11 16:00:00,laptop,29.993592359221136,40
2023-01-11 17:00:00,laptop,38.60831358696944,14
2023-01-11 18:00:00,laptop,34.68706331471054,5
2023-01-11 19:00:00,laptop,32.02643282940443,32
2023-01-11 20:00:00,laptop,38.015716060173006,13
2023-01-11 21:00:00,laptop,28.86920387055703,20
2023-01-11 22:00:00,laptop,46.83284104143525,8
2023-01-11 23:00:00,laptop,46.04133169797965,32
2023-01-12 00:00:00,laptop,67.10557272108576,30
2023-01-12 01:00:00,laptop,67.80351741867374,56
2023-01-12 02:00:00,laptop,79.47565074050155,21
2023-01-12 03:00:00,laptop,80.66917296636598,6
2023-01-12 04:00:00,laptop,84.4456315745875,2
2023-01-12 05:00:00,laptop,91.96904874040351,10
2023-01-12 06:00:00,laptop,89.1949422528505,18
2023-01-12 07:00:00,laptop,87.10944236363355,38
2023-01-12 08:00:00,laptop,79.98251916314568,3
2023-01-12 09:00:00,laptop,73.98873878289577,18
2023-01-12 10:00:00,laptop,75.57668285664548,19
2023-01-12 11:00:00,laptop,67.08435138073965,43
2023-01-12 12:00:00,laptop,55.04888927336774,48
2023-01-12 13:00:00,laptop,51.9658086272668,32
2023-01-12 14:00:00,laptop,37.4058963153458,44
2023-01-12 15:00:00,laptop,38.344944559403096,46
2023-01-12 16:00:00,laptop,36.68374187637629,41
2023-01-12 17:00:00,laptop,27.31941748069304,39
2023-01-12 18:00:00,laptop,29.69035361413945,14
2023-01-12 19:00:00,laptop,31.52028684373833,39
2023-01-12 20:00:00,laptop,31.428153661124647,1
2023-01-12 21:00:00,laptop,45.53071564321197,17
2023-01-12 22:00:00,laptop,48.28506095302534,47
2023-01-12 23:00:00,laptop,57.41693110171595,10
2023-01-13 00:00:00,laptop,61.798830305158525,7
2023-01-13 01:00:00,laptop,66.24655485091382,50
2023-01-13 02:00:00,laptop,75.36240113606026,38
2023-01-13 03:00:00,laptop,68.8828384486757,14
2023-01-13 04:00:00,laptop,76.1002609145516,29
2023-01-13 05:00:00,laptop,75.89186508044477,13
2023-01-13 06:00:00,laptop,87.31416565398646,37
2023-01-13 07:00:00,laptop,81.37335714141231,21
2023-01-13 08:00:00,laptop,88.39004509695408,6
2023-01-13 09:00:00,laptop,82.72628842093586,41
2023-01-13 10:00:00,laptop,75.47223030680459,11
2023-01-13 11:00:00,laptop,60.44873929171817,37
2023-01-13 12:00:00,laptop,51.72035407215462,34
2023-01-13 13:00:00,laptop,49.73692676072211,57
2023-01-13 14:00:00,laptop,39.72648288207521,28
2023-01-13 15:00:00,laptop,39.52985372098071,53
2023-01-13 16:00:00,laptop,29.038845295036367,13
2023-01-13 17:00:00,laptop,27.430353058305677,45
2023-01-13 18:00:00,laptop,27.441250097204954,34
2023-01-13 19:00:00,laptop,23.420693676282262,21
2023-01-13 20:00:00,laptop,27.12417461771812,23
2023-01-13 21:00:00,laptop,23.273903827914268,44
2023-01-13 22:00:00,laptop,34.60950969043908,46
2023-01-13 23:00:00,laptop,46.30302812868276,42
2023-01-14 00:00:00,laptop,56.20647724324793,56
2023-01-14 01:00:00,laptop,53.23793603335011,6
2023-01-14 02:00:00,laptop,63.63809471176172,54
2023-01-14 03:00:00,laptop,74.88253222053176,5
2023-01-14 04:00:00,laptop,89.00634170273122,11
2023-01-14 05:00:00,laptop,85.04922175686569,4
2023-01-14 06:00:00,laptop,78.8276867878393,23
2023-01-14 07:00:00,laptop,87.31667850756199,59
2023-01-14 08:00:00,laptop,79.51771318852816,20
2023-01-14 09:00:00,laptop,77.76298908513492,10
2023-01-14 10:00:00,laptop,71.88949143697049,22
2023-01-14 11:00:00,laptop,51.30074101620672,54
2023-01-14 12:00:00,laptop,60.753484943506685,53
2023-01-14 13:00:00,laptop,53.75164577307431,37
2023-01-14 14:00:00,laptop,36.0487089839872,12
2023-01-14 15:00:00,laptop,40.61092074232391,44
2023-01-14 16:00:00,laptop,35.95942228076457,56
2023-01-14 17:00:00,laptop,30.775323832593195,58
2023-01-14 18:00:00,laptop,24.47671816916352,19
2023-01-14 19:00:00,laptop,25.372230159548415,15
2023-01-14 20:00:00,laptop,33.55567946511594,9
2023-01-14 21:00:00,laptop,45.26554501061887,57
2023-01-14 22:00:00,laptop,48.38526728508173,4
2023-01-14 23:00:00,laptop,44.02167696840793,48
2023-01-15 00:00:00,laptop,58.83669904708153,14
2023-01-15 01:00:00,laptop,61.47528402020854,12
2023-01-15 02:00:00,laptop,74.54026407998035,2
2023-01-15 03:00:00,laptop,70.64571552101943,0
2023-01-15 04:00:00,laptop,78.89283594493959,58
2023-01-15 05:00:00,laptop,78.56806598338656,20
2023-01-15 06:00:00,laptop,84.3618187612955,21
2023-01-15 07:00:00,laptop,84.0667979357861,5
2023-01-15 08:00:00,laptop,83.33030739789814,52
2023-01-15 09:00:00,laptop,74.78663767605008,44
2023-01-15 10:00:00,laptop,59.663413678740355,57
2023-01-15 11:00:00,laptop,66.84310924436362,40
2023-01-15 12:00:00,laptop,55.8250215419591,22
2023-01-15 13:00:00,laptop,57.82098327209059,18
2023-01-15 14:00:00,laptop,43.398229712029035,8
2023-01-15 15:00:00,laptop,55.698537592241166,4
2023-01-15 16:00:00,laptop,35.53889855501491,32
2023-01-15 17:00:00,laptop,31.28540957426727,14
2023-01-15 18:00:00,laptop,35.39804666644006,30
2023-01-15 19:00:00,laptop,25.403958206724056,23
2023-01-15 20:00:00,laptop,26.68878342842575,0
2023-01-15 21:00:00,laptop,39.598969404986946,16
2023-01-15 22:00:00,laptop,45.54485657061861,58
2023-01-15 23:00:00,laptop,48.87565582328937,57
2023-01-16 00:00:00,laptop,55.38341785753804,31
2023-01-16 01:00:00,laptop,63.74256752189561,0
2023-01-16 02:00:00,laptop,80.71530509448507,54
2023-01-16 03:00:00,laptop,75.62730718959651,14
2023-01-16 04:00:00,laptop,84.94975244828117,39
2023-01-16 05:00:00,laptop,89.24227071555997,3
2023-01-16 06:00:00,laptop,89.70158537241676,46
2023-01-16 07:00:00,laptop,78.43532325955375,5
2023-01-16 08:00:00,laptop,85.48829106044336,3
2023-01-16 09:00:00,laptop,87.70270666887927,59
2023-01-16 10:00:00,laptop,83.36296300604046,14
2023-01-16 11:00:00,laptop,66.33946796512474,1
2023-01-16 12:00:00,laptop,63.86428691971042,1
2023-01-16 13:00:00,laptop,51.0234188099978,30
2023-01-16 14:00:00,laptop,35.50868345240464,55
2023-01-16 15:00:00,laptop,33.33336069499653,39
2023-01-16 16:00:00,laptop,27.72469373173572,48
2023-01-16 17:00:00,laptop,25.37383674039649,18
2023-01-16 18:00:00,laptop,37.84186696472661,8
2023-01-16 19:00:00,laptop,33.52794377273302,47
2023-01-16 20:00:00,laptop,25.772192759894196,18
2023-01-16 21:00:00,laptop,37.62644410887753,53
2023-01-16 22:00:00,laptop,41.039974124515055,58
2023-01-16 23:00:00,laptop,57.075394068331185,47
2023-01-17 00:00:00,laptop,49.20418852773528,25
2023-01-17 01:00:00,laptop,68.71246826037233,52
2023-01-17 02:00:00,laptop,64.94329003498429,39
2023-01-17 03:00:00,laptop,75.82922070089374,47
2023-01-17 04:00:00,laptop,77.71829153785724,18
2023-01-17 05:00:00,laptop,84.26794385555837,22
2023-01-17 06:00:00,laptop,83.86819823796951,13
2023-01-17 07:00:00,laptop,87.26165856946302,37
2023-01-17 08:00:00,laptop,76.72892131335301,42
2023-01-17 09:00:00,laptop,73.34001657112603,57
2023-01-17 10:00:00,laptop,76.31286803312493,30
2023-01-17 11:00:00,laptop,66.0224684832846,59
2023-01-17 12:00:00,laptop,46.20938801566986,4
2023-01-17 13:00:00,laptop,49.71911078118009,50
2023-01-17 14:00:00,laptop,43.750039612130045,16
2023-01-17 15:00:00,laptop,25.79529218585462,29
2023-01-17 16:00:00,laptop,40.12419338362219,54
2023-01-17 17:00:00,laptop,33.43764251216695,5
2023-01-17 18:00:00,laptop,29.55161623628067,15
2023-01-17 19:00:00,laptop,36.78379238090278,28
2023-01-17 20:00:00,laptop,31.89394321272011,13
2023-01-17 21:00:00,laptop,43.652610531820955,32
2023-01-17 22:00:00,laptop,48.38201163517332,39
2023-01-17 23:00:00,laptop,47.89973710950115,44
2023-01-18 00:00:00,laptop,54.61546188672227,22
2023-01-18 01:00:00,laptop,68.87593060034914,1
2023-01-18 02:00:00,laptop,68.0489367932745,45
2023-01-18 03:00:00,laptop,81.83564843893669,42
2023-01-18 04:00:00,laptop,77.59762302951557,39
2023-01-18 05:00:00,laptop,90.95888676229148,28
2023-01-18 06:00:00,laptop,95.36264527913222,54
2023-01-18 07:00:00,laptop,72.81678030403828,10
2023-01-18 08:00:00,laptop,73.86858196839023,34
2023-01-18 09:00:00,laptop,79.90749239734983,37
2023-01-18 10:00:00,laptop,76.84208279544491,37
2023-01-18 11:00:00,laptop,64.41119614234181,57
2023-01-18 12:00:00,laptop,49.44026933343841,51
2023-01-18 13:00:00,laptop,56.974858308784924,16
2023-01-18 14:00:00,laptop,32.353685541719756,43
2023-01-18 15:00:00,laptop,42.265317782877936,58
2023-01-18 16:00:00,laptop,40.530319936895154,2
2023-01-18 17:00:00,laptop,31.586305824571298,31
2023-01-18 18:00:00,laptop,29.618671854962265,32
2023-01-18 19:00:00,laptop,31.20663704408222,31
2023-01-18 20:00:00,laptop,32.03668169578531,36
2023-01-18 21:00:00,laptop,37.71205308480719,50
2023-01-18 22:00:00,laptop,42.791081838816886,59
2023-01-18 23:00:00,laptop,50.99220708923258,49
2023-01-19 00:00:00,laptop,61.170462022413254,47
2023-01-19 01:00:00,laptop,60.61959821840882,8
2023-01-19 02:00:00,laptop,82.58647141295074,38
2023-01-19 03:00:00,laptop,66.87545674324831,3
2023-01-19 04:00:00,laptop,78.53928275227675,19
2023-01-19 05:00:00,laptop,83.53512705791275,11
2023-01-19 06:00:00,laptop,84.77365362101469,34
2023-01-19 07:00:00,laptop,79.91039206104512,57
2023-01-19 08:00:00,laptop,79.35745409229845,31
2023-01-19 09:00:00,laptop,75.58218390400508,37
2023-01-19 10:00:00,laptop,73.78757672983893,41
2023-01-19 11:00:00,laptop,64.17495878276421,38
2023-01-19 12:00:00,laptop,55.241397629932614,21
2023-01-19 13:00:00,laptop,46.256425447604876,2
2023-01-19 14:00:00,laptop,49.82615473282175,30
2023-01-19 15:00:00,laptop,45.05015893014724,25
2023-01-19 16:00:00,laptop,23.599967021749492,28
2023-01-19 17:00:00,laptop,30.17691476216322,31
2023-01-19 18:00:00,laptop,32.661590336187054,7
2023-01-19 19:00:00,laptop,33.1654901853705,30
2023-01-19 20:00:00,laptop,23.49472953135306,17
2023-01-19 21:00:00,laptop,35.9077121862084,54
2023-01-19 22:00:00,laptop,40.55952760221094,55
2023-01-19 23:00:00,laptop,66.99321386891829,39
2023-01-20 00:00:00,laptop,62.53908032475813,9
2023-01-20 01:00:00,laptop,66.52579150904789,51
2023-01-20 02:00:00,laptop,66.3276504928685,41
2023-01-20 03:00:00,laptop,67.77954724723752,10
2023-01-20 04:00:00,laptop,81.45442904361258,58
2023-01-20 05:00:00,laptop,89.13051770610387,46
2023-01-20 06:00:00,laptop,87.00399392067729,22
2023-01-20 07:00:00,laptop,81.4738229647904,35
2023-01-20 08:00:00,laptop,66.88561268134157,42
2023-01-20 09:00:00,laptop,77.56312774059647,34
2023-01-20 10:00:00,laptop,66.79571840675939,48
2023-01-20 11:00:00,laptop,61.84014010519654,57
2023-01-20 12:00:00,laptop,59.052883482776124,12
2023-01-20 13:00:00,laptop,50.89421365926247,45
2023-01-20 14:00:00,laptop,35.45133619782762,1
2023-01-20 15:00:00,laptop,36.69323762328669,28
2023-01-20 16:00:00,laptop,22.13678862192339,0
2023-01-20 17:00:00,laptop,33.79804554135656,28
2023-01-20 18:00:00,laptop,23.654423413736126,35
2023-01-20 19:00:00,laptop,29.300388171080137,12
2023-01-20 20:00:00,laptop,31.20587620799117,22
2023-01-20 21:00:00,laptop,44.10882896133026,25
2023-01-20 22:00:00,laptop,48.674371896901725,11
2023-01-20 23:00:00,laptop,43.374255087796726,31
2023-01-21 00:00:00,laptop,63.739699129099506,19
2023-01-21 01:00:00,laptop,61.560418487415966,46
2023-01-21 02:00:00,laptop,74.14864440279631,54
2023-01-21 03:00:00,laptop,81.72861359064866,45
2023-01-21 04:00:00,laptop,71.05855526176654,46
2023-01-21 05:00:00,laptop,82.15292512434768,23
2023-01-21 06:00:00,laptop,84.60809466838795,17
2023-01-21 07:00:00,laptop,79.085267772866,6
2023-01-21 08:00:00,laptop,88.34234417445631,6
2023-01-21 09:00:00,laptop,80.6020913579011,1
2023-01-21 10:00:00,laptop,67.12145447617326,6
2023-01-21 11:00:00,laptop,67.42263469400993,23
2023-01-21 12:00:00,laptop,58.35853566130048,14
2023-01-21 13:00:00,laptop,51.45483844901424,8
2023-01-21 14:00:00,laptop,50.27152571826149,30
2023-01-21 15:00:00,laptop,41.77819989972254,2
2023-01-21 16:00:00,laptop,21.538566872324402,13
2023-01-21 17:00:00,laptop,28.72551529648238,43
2023-01-21 18:00:00,laptop,32.57359342620505,38
2023-01-21 19:00:00,laptop,39.7778614636681,56
2023-01-21 20:00:00,laptop,32.03400592753194,14
2023-01-21 21:00:00,laptop,39.65708996752949,13
2023-01-21 22:00:00,laptop,43.55101457697367,41
2023-01-21 23:00:00,laptop,55.22026174866899,40
2023-01-22 00:00:00,laptop,55.83004353015461,43
2023-01-22 01:00:00,laptop,64.42630828843842,19
2023-01-22 02:00:00,laptop,74.85593308757045,5
2023-01-22 03:00:00,laptop,80.04021000274777,5
2023-01-22 04:00:00,laptop,80.06256390424062,29
2023-01-22 05:00:00,laptop,85.79225804747692,38
2023-01-22 06:00:00,laptop,86.7689040675899,50
2023-01-22 07:00:00,laptop,88.82385843031813,21
2023-01-22 08:00:00,laptop,87.4619045358186,2
2023-01-22 09:00:00,laptop,72.15910154240588,28
2023-01-22 10:00:00,laptop,69.38363194685519,40
2023-01-22 11:00:00,laptop,61.79712802660834,43
